,lib,sampleNames,condition,plate_well,RNAID,tissue,animalID,sex,cohort,age_days,RNA_batch,RNA_extractor,cDNA_batch,seq_batch,file
N07_2,N07_2,N07,FatF75,N07,RNA562,Fat,P_1A_8,F,1A,75,3,EC,2,2,N7_CKDL240007484-1A_22553JLT4_L6.featureCounts
O03_2,O03_2,O03,BoneF75,O03,RNA618,Bone,P_1A_12,F,1A,75,3,EC,2,2,O3_CKDL240007484-1A_22553JLT4_L6.featureCounts
O11_2,O11_2,O11,SpinalCordM75,O11,RNA453,SpinalCord,J_1A_13,M,1A,75,2,EC,2,2,O11_CKDL240007484-1A_22553JLT4_L6.featureCounts
P22_1,P22_1,P22,GonadF102,P22,163,Ovary,J05,F,2,102,2,EC,1,1,P22_CKDL240007483-1A_22553JLT4_L7.featureCounts
A4_1,A4_1,A4,GutF75,A4,RNA400,Gut,P_1A_8,F,1A,75,2,EC,1,1,A4_CKDL240007483-1A_22553JLT4_L7.featureCounts
O21_1,O21_1,O21,GonadF103,O21,146,Ovary,P_1A_2,F,1A,103,1,IG,1,1,O21_CKDL240007483-1A_22553JLT4_L7.featureCounts
C12_1,C12_1,C12,KidneyM75,C12,R292,Kidney,J_1A_14,M,1A,75,2,EC,1,1,C12_CKDL240007483-1A_22553JLT4_L7.featureCounts
D11_1,D11_1,D11,KidneyM75,D11,R277,Kidney,J_1A_13,M,1A,75,2,JC,1,1,D11_CKDL240007483-1A_22553JLT4_L7.featureCounts
D20_1,D20_1,D20,SkinM75,D20,R128,Skin,J_1A_14,M,1A,75,2,EC,1,1,D20_CKDL240007483-1A_22553JLT4_L7.featureCounts
E18_1,E18_1,E18,SkinF75,E18,R97,Skin,P_1A_12,F,1A,75,1,IG,1,1,E18_CKDL240007483-1A_22553JLT4_L7.featureCounts
F4_1,F4_1,F4,GutM75,F4,RNA405,Gut,J_1A_14,M,1A,75,2,EC,1,1,F4_CKDL240007483-1A_22553JLT4_L7.featureCounts
G14_1,G14_1,G14,MuscleF75,G14,RNA484,Muscle,P_1A_8,F,1A,75,2,EC,1,1,G14_CKDL240007483-1A_22553JLT4_L7.featureCounts
H10_1,H10_1,H10,KidneyF75,H10,R265,Kidney,P_1A_8,F,1A,75,1,JC,1,1,H10_CKDL240007483-1A_22553JLT4_L7.featureCounts
M21_1,M21_1,M21,GonadF133,M21,144,Ovary,J-1B-6,F,1B,133,1,IG,1,1,M21_CKDL240007483-1A_22553JLT4_L7.featureCounts
K2_1,K2_1,K2,GutM75,K2,RNA378,Gut,J_1A_13,M,1A,75,1,JC,1,1,K2_CKDL240007483-1A_22553JLT4_L7.featureCounts
K6_1,K6_1,K6,LiverF75,K6,RNA668,Liver,P_1A_12,F,1A,75,1,EC,1,1,K6_CKDL240007483-1A_22553JLT4_L7.featureCounts
K7_1,K7_1,K7,LiverF75,K7,RNA684,Liver,P_1A_8,F,1A,75,1,IG,1,1,K7_CKDL240007483-1A_22553JLT4_L7.featureCounts
L15_1,L15_1,L15,MuscleM75,L15,RNA505,Muscle,J_1A_14,M,1A,75,3,EC,1,1,L15_CKDL240007483-1A_22553JLT4_L7.featureCounts
L6_1,L6_1,L6,LiverM75,L6,RNA669,Liver,J_1A_13,M,1A,75,1,EC,1,1,L6_CKDL240007483-1A_22553JLT4_L7.featureCounts
L7_1,L7_1,L7,LiverM75,L7,RNA685,Liver,J_1A_14,M,1A,75,1,IG,1,1,L7_CKDL240007483-1A_22553JLT4_L7.featureCounts
N17_1,N17_1,N17,SkinF75,N17,R90,Skin,P_1A_8,F,1A,75,1,IG,1,1,N17_CKDL240007483-1A_22553JLT4_L7.featureCounts
O13_1,O13_1,O13,MuscleM75,O13,RNA476,Muscle,J_1A_13,M,1A,75,1,EC,1,1,O13_CKDL240007483-1A_22553JLT4_L7.featureCounts
O3_1,O3_1,O3,GutF75,O3,RNA398,Gut,P_1A_12,F,1A,75,2,EC,1,1,O3_CKDL240007483-1A_22553JLT4_L7.featureCounts
P10_1,P10_1,P10,KidneyF75,P10,R273,Kidney,P_1A_12,F,1A,75,2,JC,1,1,P10_CKDL240007483-1A_22553JLT4_L7.featureCounts
P15_1,P15_1,P15,MuscleF75,P15,RNA509,Muscle,P_1A_12,F,1A,75,3,EC,1,1,P15_CKDL240007483-1A_22553JLT4_L7.featureCounts
P17_1,P17_1,P17,SkinM75,P17,R92,Skin,J_1A_13,M,1A,75,1,IG,1,1,P17_CKDL240007483-1A_22553JLT4_L7.featureCounts
A02_2,A02_2,A02,BoneF77,A02,RNA588,Bone,P_1B_1,F,1B,77,1,EC,2,2,A2_CKDL240007484-1A_22553JLT4_L6.featureCounts
A06_2,A06_2,A06,FatM77,A06,RNA533,Fat,J_1B_13,M,1B,77,1,EC,2,2,A6_CKDL240007484-1A_22553JLT4_L6.featureCounts
B8_2,B8_2,B8,FatF77,B8,RNA566,Fat,P_1B_1,F,1B,77,3,EC,2,2,B8_CKDL240007484-1A_22553JLT4_L6.featureCounts
C04_2,C04_2,C04,BoneM77,C04,RNA622,Bone,J_1B_13,M,1B,77,3,EC,2,2,C4_CKDL240007484-1A_22553JLT4_L6.featureCounts
D24_2,D24_2,D24,BrainM77,D24,R74,Brain,J_1B_20,M,1B,77,2,IG,2,2,D24_CKDL240007484-1A_22553JLT4_L6.featureCounts
E12_2,E12_2,E12,SpinalCordF77,E12,RNA459,SpinalCord,P_1B_3,F,1B,77,2,EC,2,2,E12_CKDL240007484-1A_22553JLT4_L6.featureCounts
E22_2,E22_2,E22,BrainF77,E22,R43,Brain,P_1B_3,F,1B,77,1,EC,2,2,E22_CKDL240007484-1A_22553JLT4_L6.featureCounts
F18_2,F18_2,F18,SpleenF77,F18,RNA318,Spleen,P_1B_1,F,1B,77,1,JC,2,2,F18_CKDL240007484-1A_22553JLT4_L6.featureCounts
G10_2,G10_2,G10,SpinalCordF77,G10,RNA429,SpinalCord,P_1B_1,F,1B,77,2,JC,2,2,G10_CKDL240007484-1A_22553JLT4_L6.featureCounts
G14_2,G14_2,G14,HeartF77,G14,R209,Heart,P_1B_3,F,1B,77,1,JC,2,2,G14_CKDL240007484-1A_22553JLT4_L6.featureCounts
G18_2,G18_2,G18,SpleenM77,G18,RNA319,Spleen,J_1B_13,M,1B,77,1,JC,2,2,G18_CKDL240007484-1A_22553JLT4_L6.featureCounts
H11_2,H11_2,H11,SpinalCordM77,H11,RNA446,SpinalCord,J_1B_13,M,1B,77,2,EC,2,2,H11_CKDL240007484-1A_22553JLT4_L6.featureCounts
H23_2,H23_2,H23,BrainF77,H23,R62,Brain,P_1B_1,F,1B,77,2,IG,2,2,H23_CKDL240007484-1A_22553JLT4_L6.featureCounts
J06_2,J06_2,J06,FatM77,J06,RNA542,Fat,J_1B_20,M,1B,77,2,EC,2,2,J6_CKDL240007484-1A_22553JLT4_L6.featureCounts
K14_2,K14_2,K14,HeartF77,K14,R213,Heart,P_1B_1,F,1B,77,1,JC,2,2,K14_CKDL240007484-1A_22553JLT4_L6.featureCounts
L09_2,L09_2,L09,SpinalCordM77,L09,RNA418,SpinalCord,J_1B_20,M,1B,77,1,EC,2,2,L9_CKDL240007484-1A_22553JLT4_L6.featureCounts
L19_2,L19_2,L19,SpleenM77,L19,RNA340,Spleen,J_1B_20,M,1B,77,2,EC,2,2,L19_CKDL240007484-1A_22553JLT4_L6.featureCounts
M01_2,M01_2,M01,BoneM77,M01,RNA584,Bone,J_1B_20,M,1B,77,1,EC,2,2,M1_CKDL240007484-1A_22553JLT4_L6.featureCounts
M04_2,M04_2,M04,EyeF77,M04,631,Eye,P_1B_1-and-P_1B_3,F,1B,77,NA,MRW,2,2,M4_CKDL240007484-1A_22553JLT4_L6.featureCounts
M05_2,M05_2,M05,FatF77,M05,RNA529,Fat,P_1B_3,F,1B,77,1,EC,2,2,M5_CKDL240007484-1A_22553JLT4_L6.featureCounts
M12_2,M12_2,M12,EyeM77,M12,647,Eye,J_1B_13-and-J_1B_20,M,1B,77,NA,MRW,2,2,M12_CKDL240007484-1A_22553JLT4_L6.featureCounts
N23_2,N23_2,N23,BrainM77,N23,R68,Brain,J_1B_13,M,1B,77,2,IG,2,2,N23_CKDL240007484-1A_22553JLT4_L6.featureCounts
P14_2,P14_2,P14,HeartM77,P14,R218,Heart,J_1B_20,M,1B,77,1,JC,2,2,P14_CKDL240007484-1A_22553JLT4_L6.featureCounts
P15_2,P15_2,P15,HeartM77,P15,R234,Heart,J_1B_13,M,1B,77,2,EC,2,2,P15_CKDL240007484-1A_22553JLT4_L6.featureCounts
P19_2,P19_2,P19,SpleenF77,P19,RNA344,Spleen,P_1B_3,F,1B,77,2,EC,2,2,P19_CKDL240007484-1A_22553JLT4_L6.featureCounts
B14_1,B14_1,B14,MuscleF77,B14,RNA479,Muscle,P_1B_3,F,1B,77,1,EC,1,1,B14_CKDL240007483-1A_22553JLT4_L7.featureCounts
N22_1,N22_1,N22,GonadF134,N22,161,Ovary,C04,F,2,134,2,EC,1,1,N22_CKDL240007483-1A_22553JLT4_L7.featureCounts
C11_1,C11_1,C11,KidneyM77,C11,R276,Kidney,J_1B_20,M,1B,77,2,JC,1,1,C11_CKDL240007483-1A_22553JLT4_L7.featureCounts
E19_1,E19_1,E19,SkinM77,E19,R113,Skin,J_1B_20,M,1B,77,2,IG,1,1,E19_CKDL240007483-1A_22553JLT4_L7.featureCounts
G16_1,G16_1,G16,MuscleM77,G16,RNA516,Muscle,J_1B_20,M,1B,77,3,EC,1,1,G16_CKDL240007483-1A_22553JLT4_L7.featureCounts
C23_1,C23_1,C23,GonadF147,C23,166,Ovary,J_1B_7,F,1B,147,2,EC,1,1,C23_CKDL240007483-1A_22553JLT4_L7.featureCounts
H19_1,H19_1,H19,SkinF77,H19,R116,Skin,P_1B_3,F,1B,77,2,IG,1,1,H19_CKDL240007483-1A_22553JLT4_L7.featureCounts
H2_1,H2_1,H2,GutF77,H2,RNA375,Gut,P_1B_3,F,1B,77,1,JC,1,1,H2_CKDL240007483-1A_22553JLT4_L7.featureCounts
I14_1,I14_1,I14,MuscleM77,I14,RNA486,Muscle,J_1B_13,M,1B,77,2,EC,1,1,I14_CKDL240007483-1A_22553JLT4_L7.featureCounts
B21_1,B21_1,B21,GonadF155,B21,133,Ovary,J9,F,2,155,1,EC,1,1,B21_CKDL240007483-1A_22553JLT4_L7.featureCounts
J3_1,J3_1,J3,GutM77,J3,RNA393,Gut,J_1B_13,M,1B,77,2,EC,1,1,J3_CKDL240007483-1A_22553JLT4_L7.featureCounts
K10_1,K10_1,K10,KidneyF77,K10,R268,Kidney,P_1B_1,F,1B,77,1,JC,1,1,K10_CKDL240007483-1A_22553JLT4_L7.featureCounts
L3_1,L3_1,L3,GutM77,L3,RNA395,Gut,J_1B_20,M,1B,77,2,EC,1,1,L3_CKDL240007483-1A_22553JLT4_L7.featureCounts
M19_1,M19_1,M19,SkinM77,M19,R121,Skin,J_1B_13,M,1B,77,2,EC,1,1,M19_CKDL240007483-1A_22553JLT4_L7.featureCounts
M7_1,M7_1,M7,LiverF77,M7,RNA686,Liver,P_1B_3,F,1B,77,1,IG,1,1,M7_CKDL240007483-1A_22553JLT4_L7.featureCounts
N1_1,N1_1,N1,GutF77,N1,RNA365,Gut,P_1B_1,F,1B,77,1,EC,1,1,N1_CKDL240007483-1A_22553JLT4_L7.featureCounts
N15_1,N15_1,N15,MuscleF77,N15,RNA507,Muscle,P_1B_1,F,1B,77,3,EC,1,1,N15_CKDL240007483-1A_22553JLT4_L7.featureCounts
N19_1,N19_1,N19,SkinF77,N19,R122,Skin,P_1B_1,F,1B,77,2,EC,1,1,N19_CKDL240007483-1A_22553JLT4_L7.featureCounts
N6_1,N6_1,N6,LiverM77,N6,RNA671,Liver,J_1B_13,M,1B,77,1,EC,1,1,N6_CKDL240007483-1A_22553JLT4_L7.featureCounts
N7_1,N7_1,N7,LiverM77,N7,RNA687,Liver,J_1B_20,M,1B,77,1,IG,1,1,N7_CKDL240007483-1A_22553JLT4_L7.featureCounts
O10_1,O10_1,O10,KidneyM77,O10,R272,Kidney,J_1B_13,M,1B,77,2,JC,1,1,O10_CKDL240007483-1A_22553JLT4_L7.featureCounts
P11_1,P11_1,P11,KidneyF77,P11,R289,Kidney,P_1B_3,F,1B,77,2,EC,1,1,P11_CKDL240007483-1A_22553JLT4_L7.featureCounts
A01_2,A01_2,A01,BoneM78,A01,RNA572,Bone,A01,M,2,78,1,EC,2,2,A1_CKDL240007484-1A_22553JLT4_L6.featureCounts
A07_2,A07_2,A07,FatF78,A07,RNA549,Fat,I06,F,2,78,2,EC,2,2,A7_CKDL240007484-1A_22553JLT4_L6.featureCounts
A17_2,A17_2,A17,SpleenF78,A17,RNA297,Spleen,I06,F,2,78,1,EC,2,2,A17_CKDL240007484-1A_22553JLT4_L6.featureCounts
A23_2,A23_2,A23,BrainF78,A23,R55,Brain,I06,F,2,78,2,EC,2,2,A23_CKDL240007484-1A_22553JLT4_L6.featureCounts
B19_2,B19_2,B19,SpleenM78,B19,RNA330,Spleen,A01,M,2,78,1,JC,2,2,B19_CKDL240007484-1A_22553JLT4_L6.featureCounts
B23_2,B23_2,B23,BrainM78,B23,R56,Brain,A17,M,2,78,2,EC,2,2,B23_CKDL240007484-1A_22553JLT4_L6.featureCounts
C01_2,C01_2,C01,BoneM78,C01,RNA574,Bone,A17,M,2,78,1,EC,2,2,C1_CKDL240007484-1A_22553JLT4_L6.featureCounts
C07_2,C07_2,C07,FatM78,C07,RNA551,Fat,A17,M,2,78,2,EC,2,2,C7_CKDL240007484-1A_22553JLT4_L6.featureCounts
C09_2,C09_2,C09,SpinalCordF78,C09,RNA409,SpinalCord,E02,F,2,78,1,EC,2,2,C9_CKDL240007484-1A_22553JLT4_L6.featureCounts
C11_2,C11_2,C11,SpinalCordF78,C11,RNA441,SpinalCord,I06,F,2,78,2,JC,2,2,C11_CKDL240007484-1A_22553JLT4_L6.featureCounts
D03_2,D03_2,D03,BoneF78,D03,RNA607,Bone,I06,F,2,78,2,EC,2,2,D3_CKDL240007484-1A_22553JLT4_L6.featureCounts
D13_2,D13_2,D13,HeartM78,D13,R190,Heart,A01,M,2,78,1,EC,2,2,D13_CKDL240007484-1A_22553JLT4_L6.featureCounts
F05_2,F05_2,F05,FatM78,F05,RNA522,Fat,A01,M,2,78,1,EC,2,2,F5_CKDL240007484-1A_22553JLT4_L6.featureCounts
F13_2,F13_2,F13,HeartF78,F13,R192,Heart,E02,F,2,78,1,EC,2,2,F13_CKDL240007484-1A_22553JLT4_L6.featureCounts
G01_2,G01_2,G01,BoneF78,G01,RNA578,Bone,E02,F,2,78,1,EC,2,2,G1_CKDL240007484-1A_22553JLT4_L6.featureCounts
G21_2,G21_2,G21,BrainM78,G21,R29,Brain,A01,M,2,78,1,IG,2,2,G21_CKDL240007484-1A_22553JLT4_L6.featureCounts
H15_2,H15_2,H15,HeartF78,H15,R226,Heart,I06,F,2,78,2,EC,2,2,H15_CKDL240007484-1A_22553JLT4_L6.featureCounts
I08_2,I08_2,I08,EyeF78,I08,635,Eye,E02,F,2,78,NA,MRW,2,2,I8_CKDL240007484-1A_22553JLT4_L6.featureCounts
I20_2,I20_2,I20,EyeM78,I20,659,Eye,A01,M,2,78,NA,MRW,2,2,I20_CKDL240007484-1A_22553JLT4_L6.featureCounts
J17_2,J17_2,J17,SpleenM78,J17,RNA306,Spleen,A17,M,2,78,1,EC,2,2,J17_CKDL240007484-1A_22553JLT4_L6.featureCounts
J22_2,J22_2,J22,BrainF78,J22,R48,Brain,E02,F,2,78,2,EC,2,2,J22_CKDL240007484-1A_22553JLT4_L6.featureCounts
K17_2,K17_2,K17,SpleenF78,K17,RNA307,Spleen,E02,F,2,78,1,EC,2,2,K17_CKDL240007484-1A_22553JLT4_L6.featureCounts
L10_2,L10_2,L10,SpinalCordM78,L10,RNA434,SpinalCord,A17,M,2,78,2,JC,2,2,L10_CKDL240007484-1A_22553JLT4_L6.featureCounts
M06_2,M06_2,M06,FatF78,M06,RNA545,Fat,E02,F,2,78,2,EC,2,2,M6_CKDL240007484-1A_22553JLT4_L6.featureCounts
M20_2,M20_2,M20,EyeF78,M20,663,Eye,I06,F,2,78,NA,MRW,2,2,M20_CKDL240007484-1A_22553JLT4_L6.featureCounts
N13_2,N13_2,N13,HeartM78,N13,R200,Heart,A17,M,2,78,1,EC,2,2,N13_CKDL240007484-1A_22553JLT4_L6.featureCounts
P10_2,P10_2,P10,SpinalCordM78,P10,RNA438,SpinalCord,A01,M,2,78,2,JC,2,2,P10_CKDL240007484-1A_22553JLT4_L6.featureCounts
P16_2,P16_2,P16,EyeM78,P16,658,Eye,A17,M,2,78,NA,MRW,2,2,P16_CKDL240007484-1A_22553JLT4_L6.featureCounts
I22_1,I22_1,I22,GonadF155,I22,156,Ovary,C1,F,2,155,2,EC,1,1,I22_CKDL240007483-1A_22553JLT4_L7.featureCounts
F23_1,F23_1,F23,GonadM47,F23,169,Testis,J_1A_17,M,1A,47,2,EC,1,1,F23_CKDL240007483-1A_22553JLT4_L7.featureCounts
A9_1,A9_1,A9,KidneyF78,A9,R242,Kidney,E02,F,2,78,1,EC,1,1,A9_CKDL240007483-1A_22553JLT4_L7.featureCounts
D15_1,D15_1,D15,MuscleF78,D15,RNA497,Muscle,I06,F,2,78,2,EC,1,1,D15_CKDL240007483-1A_22553JLT4_L7.featureCounts
D17_1,D17_1,D17,SkinF78,D17,R80,Skin,I06,F,2,78,1,EC,1,1,D17_CKDL240007483-1A_22553JLT4_L7.featureCounts
O23_1,O23_1,O23,GonadM47,O23,178,Testis,J_1A_22,M,1A,47,2,JC,1,1,O23_CKDL240007483-1A_22553JLT4_L7.featureCounts
E1_1,E1_1,E1,GutM78,E1,RNA356,Gut,A01,M,2,78,1,EC,1,1,E1_CKDL240007483-1A_22553JLT4_L7.featureCounts
E13_1,E13_1,E13,MuscleM78,E13,RNA466,Muscle,A01,M,2,78,1,EC,1,1,E13_CKDL240007483-1A_22553JLT4_L7.featureCounts
E15_1,E15_1,E15,MuscleM78,E15,RNA498,Muscle,A17,M,2,78,2,EC,1,1,E15_CKDL240007483-1A_22553JLT4_L7.featureCounts
E17_1,E17_1,E17,SkinM78,E17,R81,Skin,A17,M,2,78,1,EC,1,1,E17_CKDL240007483-1A_22553JLT4_L7.featureCounts
E3_1,E3_1,E3,GutF78,E3,RNA388,Gut,I06,F,2,78,2,EC,1,1,E3_CKDL240007483-1A_22553JLT4_L7.featureCounts
E9_1,E9_1,E9,KidneyM78,E9,R246,Kidney,A01,M,2,78,1,EC,1,1,E9_CKDL240007483-1A_22553JLT4_L7.featureCounts
G5_1,G5_1,G5,LiverF78,G5,R7,Liver,E02,F,2,78,2,EC,1,1,G5_CKDL240007483-1A_22553JLT4_L7.featureCounts
G9_1,G9_1,G9,KidneyF78,G9,R248,Kidney,I06,F,2,78,1,EC,1,1,G9_CKDL240007483-1A_22553JLT4_L7.featureCounts
H5_1,H5_1,H5,LiverM78,H5,R8,Liver,A01,M,2,78,2,EC,1,1,H5_CKDL240007483-1A_22553JLT4_L7.featureCounts
I1_1,I1_1,I1,GutM78,I1,RNA360,Gut,A17,M,2,78,1,EC,1,1,I1_CKDL240007483-1A_22553JLT4_L7.featureCounts
I5_1,I5_1,I5,LiverF78,I5,R9,Liver,I06,F,2,78,2,EC,1,1,I5_CKDL240007483-1A_22553JLT4_L7.featureCounts
J13_1,J13_1,J13,MuscleF78,J13,RNA471,Muscle,E02,F,2,78,1,EC,1,1,J13_CKDL240007483-1A_22553JLT4_L7.featureCounts
J17_1,J17_1,J17,SkinF78,J17,R86,Skin,E02,F,2,78,1,EC,1,1,J17_CKDL240007483-1A_22553JLT4_L7.featureCounts
J5_1,J5_1,J5,LiverM78,J5,R10,Liver,A17,M,2,78,2,EC,1,1,J5_CKDL240007483-1A_22553JLT4_L7.featureCounts
L17_1,L17_1,L17,SkinM78,L17,R88,Skin,A01,M,2,78,1,EC,1,1,L17_CKDL240007483-1A_22553JLT4_L7.featureCounts
M23_1,M23_1,M23,GonadM49,M23,176,Testis,J_1B_2,M,1B,49,2,JC,1,1,M23_CKDL240007483-1A_22553JLT4_L7.featureCounts
L9_1,L9_1,L9,KidneyM78,L9,R253,Kidney,A17,M,2,78,1,EC,1,1,L9_CKDL240007483-1A_22553JLT4_L7.featureCounts
M2_1,M2_1,M2,GutF78,M2,RNA380,Gut,E02,F,2,78,1,JC,1,1,M2_CKDL240007483-1A_22553JLT4_L7.featureCounts
B17_2,B17_2,B17,SpleenM102,B17,RNA298,Spleen,E04,M,2,102,1,EC,2,2,B17_CKDL240007484-1A_22553JLT4_L6.featureCounts
B7_2,B7_2,B7,FatM102,B7,RNA550,Fat,E04,M,2,102,2,EC,2,2,B7_CKDL240007484-1A_22553JLT4_L6.featureCounts
C03_2,C03_2,C03,BoneF102,C03,RNA606,Bone,J05,F,2,102,2,EC,2,2,C3_CKDL240007484-1A_22553JLT4_L6.featureCounts
C21_2,C21_2,C21,BrainM102,C21,R25,Brain,F05,M,2,102,1,IG,2,2,C21_CKDL240007484-1A_22553JLT4_L6.featureCounts
D05_2,D05_2,D05,FatF102,D05,RNA520,Fat,A06,F,2,102,1,EC,2,2,D5_CKDL240007484-1A_22553JLT4_L6.featureCounts
D07_2,D07_2,D07,FatF102,D07,RNA552,Fat,J05,F,2,102,2,EC,2,2,D7_CKDL240007484-1A_22553JLT4_L6.featureCounts
D17_2,D17_2,D17,SpleenF102,D17,RNA300,Spleen,A06,F,2,102,1,EC,2,2,D17_CKDL240007484-1A_22553JLT4_L6.featureCounts
D21_2,D21_2,D21,BrainM102,D21,R26,Brain,E04,M,2,102,1,IG,2,2,D21_CKDL240007484-1A_22553JLT4_L6.featureCounts
E09_2,E09_2,E09,SpinalCordM102,E09,RNA411,SpinalCord,E04,M,2,102,1,EC,2,2,E9_CKDL240007484-1A_22553JLT4_L6.featureCounts
E15_2,E15_2,E15,HeartM102,E15,R223,Heart,E04,M,2,102,2,EC,2,2,E15_CKDL240007484-1A_22553JLT4_L6.featureCounts
E21_2,E21_2,E21,BrainF102,E21,R27,Brain,J05,F,2,102,1,IG,2,2,E21_CKDL240007484-1A_22553JLT4_L6.featureCounts
F09_2,F09_2,F09,SpinalCordM102,F09,RNA412,SpinalCord,F05,M,2,102,1,EC,2,2,F9_CKDL240007484-1A_22553JLT4_L6.featureCounts
F15_2,F15_2,F15,HeartF102,F15,R224,Heart,J05,F,2,102,2,EC,2,2,F15_CKDL240007484-1A_22553JLT4_L6.featureCounts
G17_2,G17_2,G17,SpleenM102,G17,RNA303,Spleen,F05,M,2,102,1,EC,2,2,G17_CKDL240007484-1A_22553JLT4_L6.featureCounts
H09_2,H09_2,H09,SpinalCordF102,H09,RNA414,SpinalCord,A06,F,2,102,1,EC,2,2,H9_CKDL240007484-1A_22553JLT4_L6.featureCounts
H17_2,H17_2,H17,SpleenF102,H17,RNA304,Spleen,J05,F,2,102,1,EC,2,2,H17_CKDL240007484-1A_22553JLT4_L6.featureCounts
J01_2,J01_2,J01,BoneM102,J01,RNA581,Bone,F05,M,2,102,1,EC,2,2,J1_CKDL240007484-1A_22553JLT4_L6.featureCounts
K01_2,K01_2,K01,BoneM102,K01,RNA582,Bone,E04,M,2,102,1,EC,2,2,K1_CKDL240007484-1A_22553JLT4_L6.featureCounts
K12_2,K12_2,K12,EyeF102,K12,645,Eye,F05,F,2,102,NA,MRW,2,2,K12_CKDL240007484-1A_22553JLT4_L6.featureCounts
L04_2,L04_2,L04,EyeM102,L04,630,Eye,A06,M,2,102,NA,MRW,2,2,L4_CKDL240007484-1A_22553JLT4_L6.featureCounts
L12_2,L12_2,L12,EyeM102,L12,646,Eye,J05,M,2,102,NA,MRW,2,2,L12_CKDL240007484-1A_22553JLT4_L6.featureCounts
L13_2,L13_2,L13,HeartF102,L13,R198,Heart,A06,F,2,102,1,EC,2,2,L13_CKDL240007484-1A_22553JLT4_L6.featureCounts
L21_2,L21_2,L21,BrainF102,L21,R34,Brain,A06,F,2,102,1,IG,2,2,L21_CKDL240007484-1A_22553JLT4_L6.featureCounts
M10_2,M10_2,M10,SpinalCordF102,M10,RNA435,SpinalCord,J05,F,2,102,2,JC,2,2,M10_CKDL240007484-1A_22553JLT4_L6.featureCounts
M13_2,M13_2,M13,HeartM102,M13,R199,Heart,F05,M,2,102,1,EC,2,2,M13_CKDL240007484-1A_22553JLT4_L6.featureCounts
N06_2,N06_2,N06,FatM102,N06,RNA546,Fat,F05,M,2,102,2,EC,2,2,N6_CKDL240007484-1A_22553JLT4_L6.featureCounts
P12_2,P12_2,P12,EyeF102,P12,650,Eye,E04,F,2,102,NA,MRW,2,2,P12_CKDL240007484-1A_22553JLT4_L6.featureCounts
B15_1,B15_1,B15,MuscleM102,B15,RNA495,Muscle,E04,M,2,102,2,EC,1,1,B15_CKDL240007483-1A_22553JLT4_L7.featureCounts
B5_1,B5_1,B5,LiverF102,B5,R2,Liver,J05,F,2,102,2,EC,1,1,B5_CKDL240007483-1A_22553JLT4_L7.featureCounts
C3_1,C3_1,C3,GutF102,C3,RNA386,Gut,A06,F,2,102,1,JC,1,1,C3_CKDL240007483-1A_22553JLT4_L7.featureCounts
D13_1,D13_1,D13,MuscleF102,D13,RNA465,Muscle,A06,F,2,102,1,EC,1,1,D13_CKDL240007483-1A_22553JLT4_L7.featureCounts
D5_1,D5_1,D5,LiverM102,D5,R4,Liver,F05,M,2,102,2,EC,1,1,D5_CKDL240007483-1A_22553JLT4_L7.featureCounts
E11_1,E11_1,E11,KidneyF102,E11,R278,Kidney,A06,F,2,102,2,JC,1,1,E11_CKDL240007483-1A_22553JLT4_L7.featureCounts
F6_1,F6_1,F6,LiverM102,F6,R22,Liver,E04,M,2,102,2,IG,1,1,F6_CKDL240007483-1A_22553JLT4_L7.featureCounts
G13_1,G13_1,G13,MuscleF102,G13,RNA468,Muscle,J05,F,2,102,1,EC,1,1,G13_CKDL240007483-1A_22553JLT4_L7.featureCounts
N23_1,N23_1,N23,GonadM49,N23,177,Testis,J_1B_12,M,1B,49,2,JC,1,1,N23_CKDL240007483-1A_22553JLT4_L7.featureCounts
I11_1,I11_1,I11,KidneyF102,I11,R282,Kidney,J05,F,2,102,2,JC,1,1,I11_CKDL240007483-1A_22553JLT4_L7.featureCounts
J11_1,J11_1,J11,KidneyM102,J11,R283,Kidney,E04,M,2,102,2,JC,1,1,J11_CKDL240007483-1A_22553JLT4_L7.featureCounts
K17_1,K17_1,K17,SkinF102,K17,R87,Skin,A06,F,2,102,1,EC,1,1,K17_CKDL240007483-1A_22553JLT4_L7.featureCounts
L18_1,L18_1,L18,SkinF102,L18,R104,Skin,J05,F,2,102,2,IG,1,1,L18_CKDL240007483-1A_22553JLT4_L7.featureCounts
G21_1,G21_1,G21,GonadM52,G21,138,Testis,H_02,M,2,52,1,EC,1,1,G21_CKDL240007483-1A_22553JLT4_L7.featureCounts
M14_1,M14_1,M14,MuscleM102,M14,RNA490,Muscle,F05,M,2,102,2,EC,1,1,M14_CKDL240007483-1A_22553JLT4_L7.featureCounts
J22_1,J22_1,J22,GonadM52,J22,157,Testis,E_01,M,2,52,2,EC,1,1,J22_CKDL240007483-1A_22553JLT4_L7.featureCounts
N18_1,N18_1,N18,SkinM102,N18,R106,Skin,E04,M,2,102,2,IG,1,1,N18_CKDL240007483-1A_22553JLT4_L7.featureCounts
N2_1,N2_1,N2,GutM102,N2,RNA381,Gut,F05,M,2,102,1,JC,1,1,N2_CKDL240007483-1A_22553JLT4_L7.featureCounts
N5_1,N5_1,N5,LiverF102,N5,R14,Liver,A06,F,2,102,2,IG,1,1,N5_CKDL240007483-1A_22553JLT4_L7.featureCounts
